usuario_1|usuario_2|canciones
1938|2536|48
1938|2539|57
1938|2542|74
1938|2543|81
1938|2549|78
1938|2550|4
1938|2551|28
1938|2552|19
1938|2553|26
1938|2554|35
1938|2556|84
1938|2559|69
1938|2560|44
1938|2561|53
1938|2563|35
1938|2564|70
1938|2573|75
1938|2574|36
1938|2575|53
1938|2578|18
1938|2579|72
1938|2586|82
1938|2590|66
1938|2591|74
1938|2593|69
1938|2600|44
1938|2601|61
1938|2602|93
1938|2604|59
1938|2607|8
1938|2611|51
1938|2615|11
1938|2619|46
1938|2623|18
1938|2624|21
1938|2625|77
1938|2630|85
1938|2638|54
1938|2646|16
1938|2654|58
1938|2655|82
1939|1945|31
1939|1947|29
1939|1948|3
1939|1981|70
1939|2003|74
1939|2032|46
1939|2052|99
1939|2053|86
1939|2054|32
1939|2062|55
1939|2068|6
1939|2072|6
1939|2075|8
1939|2081|66
1939|2096|10
1939|2101|25
1939|2110|96
1939|2111|8
1939|2125|64
1939|2132|53
1939|2161|92
1939|2180|29
1939|2183|77
1939|2199|34
1939|2222|8
1939|2235|90
1939|2241|69
1939|2243|73
1939|2246|2
1939|2247|21
1939|2264|48
1939|2273|83
1939|2274|68
1939|2280|38
1939|2282|83
1939|2283|36
1939|2292|71
1939|2294|42
1939|2304|17
1939|2319|53
1939|2327|6
1939|2328|24
1939|2332|97
1939|2333|80
1939|2344|46
1939|2368|20
1939|2377|90
1939|2384|34
1939|2390|96
1939|2394|89
1939|2396|49
1939|2399|57
1939|2415|9
1939|2432|21
1939|2434|67
1939|2438|85
1939|2451|7
1939|2458|84
1939|2471|70
1939|2475|24
1939|2479|41
1939|2501|0
1939|2509|82
1939|2511|13
1939|2518|42
1939|2537|46
1939|2543|16
1939|2582|91
1939|2598|37
1939|2603|37
1939|2608|24
1939|2617|56
1939|2642|11
1939|2643|18
1939|2652|25
1940|1945|33
1940|1948|99
1940|1954|10
1940|1994|36
1940|2007|32
1940|2010|41
1940|2026|5
1940|2028|58
1940|2032|51
1940|2039|80
1940|2042|57
1940|2052|92
1940|2054|1
1940|2068|92
1940|2071|61
1940|2081|35
1940|2087|37
1940|2102|59
1940|2117|7
1940|2125|91
1940|2127|60
1940|2133|98
1940|2135|82
1940|2138|18
1940|2143|90
1940|2148|32
1940|2149|50
1940|2151|3
1940|2153|9
1940|2163|34
1940|2169|32
1940|2174|12
1940|2176|59
1940|2180|80
1940|2187|70
1940|2191|4
1940|2194|1
1940|2196|90
1940|2199|40
1940|2203|98
1940|2224|8
1940|2233|29
1940|2241|96
1940|2246|81
1940|2247|89
1940|2250|73
1940|2264|43
1940|2289|68
1940|2292|9
1940|2294|9
1940|2295|91
1940|2302|5
1940|2315|48
1940|2319|94
1940|2327|11
1940|2328|2
1940|2330|40
1940|2333|77
1940|2336|1
1940|2338|58
1940|2343|70
1940|2344|88
1940|2347|13
1940|2351|47
1940|2384|47
1940|2417|57
1940|2419|93
1940|2436|26
1940|2461|68
1940|2463|73
1940|2471|32
1940|2472|83
1940|2475|64
1940|2491|21
1940|2498|14
1940|2502|15
1940|2509|7
1940|2516|69
1940|2533|4
1940|2555|42
1940|2582|1
1940|2588|9
1940|2589|1
1940|2597|61
1940|2598|60
1940|2616|42
1940|2643|61
1940|2649|52
1941|1945|85
1941|1946|35
1941|1947|38
1941|1948|48
1941|1955|83
1941|1959|15
1941|1964|28
1941|1971|87
1941|1979|67
1941|1985|38
1941|1993|43
1941|1994|44
1941|2002|35
1941|2005|75
1941|2007|73
1941|2021|81
1941|2026|10
1941|2028|7
1941|2030|89
1941|2032|78
1941|2033|51
1941|2039|95
1941|2040|64
1941|2042|73
1941|2043|83
1941|2046|75
1941|2047|80
1941|2052|28
1941|2053|23
1941|2054|34
1941|2057|36
1941|2058|77
1941|2059|54
1941|2063|56
1941|2064|15
1941|2065|85
1941|2068|73
1941|2071|87
1941|2072|34
1941|2078|81
1941|2081|39
1941|2087|33
1941|2088|59
1941|2090|28
1941|2093|1
1941|2095|34
1941|2099|17
1941|2101|81
1941|2102|3
1941|2103|18
1941|2104|33
1941|2108|41
1941|2111|11
1941|2117|15
1941|2121|57
1941|2123|59
1941|2125|68
1941|2127|69
1941|2128|31
1941|2131|92
1941|2137|34
1941|2138|96
1941|2142|49
1941|2144|34
1941|2148|70
1941|2150|9
1941|2153|57
1941|2165|41
1941|2169|57
1941|2180|85
1941|2183|73
1941|2184|41
1941|2187|79
1941|2188|22
1941|2191|66
1941|2194|1
1941|2196|77
1941|2199|50
1941|2206|32
1941|2208|43
1941|2215|50
1941|2223|40
1941|2224|18
1941|2229|70
1941|2233|66
1941|2239|30
1941|2240|3
1941|2244|87
1941|2246|62
1941|2247|43
1941|2253|72
1941|2257|95
1941|2264|29
1941|2266|66
1941|2271|43
1941|2275|98
1941|2276|55
1941|2279|70
1941|2280|55
1941|2282|29
1941|2283|16
1941|2285|50
1941|2292|32
1941|2293|71
1941|2300|4
1941|2302|64
1941|2306|92
1941|2308|94
1941|2309|28
1941|2315|46
1941|2319|28
1941|2323|31
1941|2324|49
1941|2327|83
1941|2328|25
1941|2332|37
1941|2333|52
1941|2334|10
1941|2336|70
1941|2338|39
1941|2340|9
1941|2347|40
1941|2348|32
1941|2351|67
1941|2354|64
1941|2355|13
1941|2363|48
1941|2367|18
1941|2369|27
1941|2370|85
1941|2379|27
1941|2381|84
1941|2384|69
1941|2385|43
1941|2395|84
1941|2398|63
1941|2408|85
1941|2410|52
1941|2420|53
1941|2423|30
1941|2428|81
1941|2429|13
1941|2430|57
1941|2436|7
1941|2451|47
1941|2458|66
1941|2460|36
1941|2461|2
1941|2462|33
1941|2464|37
1941|2465|24
1941|2468|87
1941|2472|30
1941|2475|3
1941|2478|99
1941|2482|28
1941|2489|94
1941|2491|38
1941|2492|36
1941|2495|91
1941|2507|62
1941|2508|18
1941|2509|47
1941|2510|63
1941|2511|14
1941|2516|46
1941|2518|18
1941|2521|23
1941|2526|87
1941|2530|80
1941|2533|75
1941|2539|3
1941|2542|50
1941|2543|78
1941|2547|10
1941|2550|60
1941|2551|44
1941|2555|69
1941|2556|7
1941|2559|60
1941|2560|71
1941|2561|41
1941|2563|80
1941|2564|89
1941|2567|30
1941|2571|62
1941|2573|30
1941|2575|94
1941|2578|8
1941|2586|56
1941|2590|75
1941|2592|3
1941|2593|88
1941|2594|16
1941|2597|0
1941|2598|70
1941|2600|13
1941|2601|97
1941|2602|61
1941|2604|47
1941|2607|99
1941|2608|53
1941|2609|84
1941|2611|66
1941|2615|80
1941|2616|37
1941|2617|45
1941|2619|92
1941|2623|59
1941|2625|95
1941|2629|98
1941|2630|31
1941|2642|68
1941|2643|93
1941|2649|80
1942|1966|11
1942|1983|15
1942|1984|14
1942|2007|43
1942|2019|38
1942|2037|76
1942|2044|12
1942|2058|4
1942|2067|67
1942|2078|85
1942|2084|32
1942|2088|96
1942|2092|10
1942|2142|57
1942|2164|75
1942|2201|99
1942|2206|87
1942|2218|67
1942|2234|43
1942|2266|46
1942|2303|97
1942|2353|75
1942|2387|85
1942|2393|45
1942|2429|90
1942|2443|59
1942|2449|67
1942|2476|27
1942|2478|98
1942|2499|39
1942|2526|20
1942|2552|9
1942|2556|39
1942|2564|2
1942|2584|32
1942|2611|27
1942|2631|35
1943|1946|91
1943|1953|67
1943|1962|70
1943|1963|59
1943|1966|75
1943|1971|75
1943|1979|46
1943|1983|60
1943|1984|57
1943|1985|19
1943|1986|66
1943|1993|66
1943|1997|20
1943|2005|5
1943|2020|71
1943|2030|51
1943|2033|89
1943|2037|34
1943|2040|27
1943|2043|86
1943|2045|82
1943|2046|80
1943|2055|12
1943|2058|81
1943|2059|75
1943|2060|55
1943|2063|67
1943|2064|83
1943|2069|97
1943|2073|40
1943|2074|78
1943|2077|54
1943|2078|67
1943|2083|72
1943|2084|39
1943|2088|24
1943|2090|57
1943|2092|53
1943|2093|64
1943|2095|21
1943|2098|97
1943|2103|96
1943|2104|84
1943|2108|51
1943|2109|95
1943|2112|42
1943|2115|39
1943|2118|14
1943|2121|0
1943|2122|46
1943|2123|36
1943|2124|96
1943|2131|63
1943|2136|90
1943|2139|88
1943|2140|28
1943|2142|48
1943|2147|57
1943|2150|97
1943|2154|99
1943|2165|32
1943|2172|59
1943|2179|94
1943|2184|86
1943|2188|53
1943|2190|24
1943|2200|83
1943|2201|58
1943|2206|34
1943|2212|81
1943|2213|41
1943|2216|99
1943|2218|18
1943|2220|85
1943|2229|52
1943|2233|72
1943|2237|78
1943|2240|49
1943|2244|1
1943|2253|91
1943|2257|25
1943|2266|52
1943|2271|38
1943|2275|20
1943|2276|1
1943|2278|14
1943|2290|95
1943|2300|70
1943|2303|26
1943|2306|94
1943|2307|77
1943|2308|74
1943|2309|15
1943|2323|93
1943|2324|48
1943|2326|16
1943|2329|89
1943|2331|28
1943|2334|53
1943|2339|11
1943|2340|64
1943|2347|29
1943|2348|51
1943|2350|48
1943|2352|45
1943|2353|29
1943|2354|81
1943|2356|76
1943|2359|18
1943|2363|58
1943|2369|72
1943|2370|73
1943|2374|19
1943|2376|55
1943|2381|51
1943|2386|14
1943|2391|5
1943|2392|94
1943|2395|22
1943|2404|71
1943|2408|28
1943|2409|26
1943|2410|26
1943|2414|58
1943|2423|18
1943|2428|12
1943|2430|99
1943|2433|53
1943|2446|77
1943|2460|61
1943|2462|19
1943|2464|54
1943|2467|36
1943|2469|77
1943|2477|76
1943|2478|95
1943|2482|80
1943|2484|33
1943|2485|6
1943|2489|84
1943|2492|34
1943|2495|36
1943|2500|27
1943|2504|52
1943|2506|5
1943|2507|43
1943|2520|64
1943|2521|66
1943|2526|80
1943|2542|75
1943|2543|46
1943|2546|72
1943|2549|67
1943|2550|44
1943|2551|19
1943|2552|34
1943|2553|28
1943|2556|77
1943|2559|93
1943|2560|82
1943|2561|11
1943|2564|65
1943|2573|77
1943|2575|41
1943|2576|71
1943|2578|22
1943|2579|70
1943|2586|16
1943|2590|46
1943|2593|28
1943|2600|5
1943|2601|23
1943|2602|81
1943|2604|54
1943|2606|27
1943|2607|46
1943|2611|2
1943|2615|53
1943|2619|68
1943|2624|74
1943|2625|68
1943|2630|91
1943|2631|62
1943|2638|91
1943|2646|17
1943|2654|43
1943|2655|2
1944|1964|20
1944|2029|33
1944|2031|32
1944|2038|86
1944|2047|63
1944|2117|25
1944|2133|45
1944|2141|99
1944|2176|35
1944|2182|13
1944|2209|89
1944|2211|84
1944|2242|65
1944|2270|99
1944|2272|5
1944|2289|90
1944|2298|24
1944|2318|61
1944|2325|88
1944|2362|41
1944|2416|46
1944|2452|90
1944|2480|55
1944|2525|21
1944|2540|1
1944|2610|77
1944|2642|23
1945|1947|96
1945|1948|63
1945|1954|8
1945|1955|27
1945|1959|62
1945|1994|90
1945|2002|67
1945|2007|61
1945|2010|44
1945|2028|55
1945|2032|21
1945|2038|98
1945|2039|40
1945|2047|11
1945|2052|33
1945|2054|4
1945|2068|21
1945|2071|67
1945|2072|95
1945|2081|0
1945|2087|24
1945|2101|6
1945|2102|61
1945|2111|88
1945|2117|35
1945|2125|37
1945|2127|91
1945|2133|60
1945|2135|34
1945|2138|3
1945|2143|94
1945|2144|56
1945|2148|47
1945|2149|65
1945|2151|9
1945|2153|11
1945|2161|32
1945|2169|65
1945|2174|98
1945|2176|84
1945|2183|48
1945|2187|73
1945|2189|18
1945|2191|18
1945|2194|54
1945|2196|67
1945|2199|57
1945|2203|41
1945|2223|7
1945|2224|7
1945|2232|12
1945|2241|3
1945|2246|27
1945|2247|89
1945|2250|77
1945|2254|18
1945|2259|65
1945|2268|55
1945|2273|10
1945|2280|31
1945|2282|33
1945|2283|10
1945|2289|34
1945|2292|31
1945|2294|95
1945|2302|3
1945|2304|31
1945|2315|93
1945|2319|83
1945|2327|51
1945|2328|12
1945|2330|56
1945|2332|12
1945|2333|33
1945|2336|32
1945|2338|73
1945|2343|84
1945|2344|18
1945|2345|22
1945|2347|44
1945|2351|11
1945|2367|7
1945|2377|8
1945|2379|33
1945|2384|40
1945|2394|1
1945|2398|90
1945|2399|26
1945|2417|64
1945|2419|55
1945|2420|16
1945|2434|51
1945|2436|55
1945|2445|49
1945|2451|6
1945|2458|54
1945|2461|19
1945|2463|28
1945|2465|40
1945|2471|72
1945|2472|38
1945|2473|36
1945|2475|21
1945|2491|70
1945|2498|44
1945|2508|63
1945|2509|81
1945|2510|36
1945|2511|3
1945|2512|61
1945|2516|3
1945|2518|10
1945|2533|17
1945|2537|30
1945|2543|33
1945|2555|61
1945|2567|50
1945|2571|28
1945|2582|47
1945|2588|12
1945|2589|68
1945|2592|78
1945|2594|10
1945|2597|43
1945|2598|54
1945|2608|89
1945|2616|21
1945|2617|16
1945|2629|20
1945|2635|51
1945|2642|44
1945|2643|28
1945|2649|79
1946|1953|91
1946|1962|48
1946|1966|60
1946|1971|94
1946|1979|27
1946|1983|0
1946|1984|84
1946|1985|3
1946|1986|25
1946|1989|69
1946|1993|81
1946|1997|89
1946|2005|97
1946|2020|31
1946|2030|71
1946|2033|73
1946|2037|63
1946|2040|89
1946|2043|53
1946|2045|9
1946|2046|26
1946|2058|77
1946|2059|32
1946|2060|82
1946|2063|88
1946|2064|43
1946|2069|62
1946|2073|91
1946|2074|31
1946|2077|4
1946|2078|42
1946|2083|79
1946|2084|0
1946|2086|71
1946|2088|15
1946|2090|78
1946|2093|60
1946|2095|96
1946|2098|0
1946|2103|61
1946|2104|64
1946|2108|75
1946|2109|93
1946|2112|24
1946|2115|58
1946|2118|19
1946|2121|70
1946|2122|99
1946|2123|46
1946|2124|59
1946|2131|27
1946|2136|6
1946|2139|16
1946|2140|60
1946|2142|15
1946|2150|5
1946|2154|26
1946|2164|42
1946|2165|62
1946|2172|14
1946|2179|58
1946|2184|86
1946|2188|65
1946|2200|57
1946|2201|5
1946|2206|66
1946|2210|60
1946|2212|87
1946|2213|87
1946|2216|72
1946|2218|75
1946|2220|1
1946|2229|71
1946|2233|52
1946|2237|42
1946|2240|40
1946|2244|71
1946|2253|43
1946|2257|16
1946|2258|79
1946|2261|69
1946|2266|23
1946|2271|32
1946|2275|58
1946|2276|36
1946|2278|69
1946|2290|51
1946|2299|40
1946|2306|83
1946|2307|46
1946|2308|37
1946|2309|69
1946|2311|73
1946|2323|16
1946|2324|95
1946|2326|96
1946|2331|67
1946|2334|82
1946|2339|60
1946|2340|21
1946|2347|17
1946|2348|18
1946|2352|80
1946|2353|44
1946|2354|20
1946|2356|14
1946|2359|38
1946|2363|96
1946|2369|16
1946|2370|87
1946|2374|86
1946|2376|33
1946|2381|92
1946|2386|20
1946|2387|26
1946|2392|43
1946|2395|4
1946|2404|20
1946|2408|26
1946|2409|52
1946|2410|95
1946|2414|58
1946|2418|72
1946|2428|30
1946|2430|17
1946|2433|83
1946|2446|40
1946|2460|46
1946|2462|12
1946|2464|72
1946|2467|60
1946|2468|47
1946|2469|20
1946|2477|95
1946|2482|96
1946|2484|68
1946|2485|20
1946|2489|63
1946|2492|3
1946|2499|74
1946|2500|17
1946|2504|34
1946|2506|13
1946|2507|83
1946|2520|6
1946|2521|38
1946|2526|97
1946|2539|34
1946|2542|3
1946|2543|55
1946|2546|96
1946|2549|80
1946|2550|26
1946|2551|64
1946|2552|33
1946|2554|7
1946|2559|23
1946|2560|19
1946|2561|15
1946|2563|82
1946|2564|65
1946|2573|26
1946|2575|47
1946|2578|65
1946|2586|83
1946|2590|63
1946|2593|8
1946|2601|29
1946|2602|43
1946|2604|81
1946|2606|78
1946|2607|94
1946|2611|81
1946|2615|68
1946|2619|1
1946|2623|94
1946|2624|15
1946|2625|42
1946|2630|86
1946|2631|91
1946|2638|11
1946|2654|37
1946|2655|90
1947|1948|85
1947|1954|44
1947|1955|16
1947|1959|47
1947|1970|65
1947|1981|48
1947|2002|88
1947|2003|34
1947|2007|46
1947|2010|19
1947|2028|79
1947|2032|27
1947|2052|47
1947|2053|43
1947|2054|39
1947|2062|7
1947|2068|28
1947|2072|92
1947|2075|95
1947|2081|70
1947|2087|88
1947|2101|22
1947|2102|36
1947|2110|19
1947|2111|25
1947|2117|63
1947|2128|61
1947|2132|95
1947|2133|99
1947|2149|55
1947|2151|51
1947|2153|32
1947|2161|58
1947|2169|23
1947|2174|57
1947|2180|65
1947|2183|89
1947|2196|8
1947|2198|23
1947|2199|6
1947|2221|71
1947|2222|97
1947|2235|44
1947|2241|9
1947|2243|93
1947|2246|57
1947|2247|65
1947|2264|94
1947|2267|37
1947|2273|19
1947|2274|97
1947|2279|92
1947|2280|74
1947|2282|42
1947|2283|44
1947|2292|39
1947|2294|54
1947|2304|96
1947|2319|82
1947|2327|73
1947|2328|85
1947|2333|23
1947|2336|13
1947|2338|99
1947|2344|44
1947|2347|60
1947|2355|8
1947|2368|73
1947|2377|21
1947|2384|10
1947|2390|45
1947|2394|92
1947|2396|11
1947|2399|91
1947|2415|18
1947|2419|66
1947|2432|9
1947|2434|49
1947|2436|57
1947|2438|85
1947|2451|77
1947|2458|73
1947|2461|43
1947|2463|31
1947|2471|54
1947|2475|90
1947|2479|9
1947|2491|34
1947|2498|98
1947|2501|60
1947|2509|55
1947|2510|55
1947|2511|10
1947|2512|62
1947|2516|94
1947|2518|53
1947|2537|76
1947|2547|34
1947|2555|99
1947|2582|88
1947|2588|96
1947|2594|20
1947|2598|26
1947|2603|97
1947|2608|95
1947|2616|39
1947|2617|49
1947|2629|43
1947|2637|0
1947|2642|65
1947|2652|60
1948|1954|97
1948|1959|17
1948|1994|14
1948|2007|6
1948|2010|80
1948|2026|23
1948|2028|67
1948|2032|6
1948|2038|61
1948|2039|57
1948|2042|40
1948|2047|14
1948|2052|0
1948|2053|23
1948|2054|37
1948|2068|37
1948|2071|81
1948|2072|41
1948|2081|50
1948|2087|23
1948|2102|45
1948|2111|55
1948|2117|0
1948|2125|92
1948|2128|4
1948|2134|95
1948|2135|14
1948|2138|80
1948|2143|90
1948|2144|39
1948|2148|96
1948|2151|82
1948|2153|60
1948|2163|34
1948|2169|77
1948|2183|9
1948|2187|63
1948|2191|53
1948|2194|63
1948|2196|97
1948|2199|96
1948|2224|56
1948|2241|12
1948|2246|67
1948|2247|78
1948|2250|40
1948|2267|35
1948|2273|88
1948|2279|65
1948|2282|99
1948|2283|98
1948|2289|86
1948|2292|83
1948|2294|3
1948|2295|29
1948|2302|27
1948|2315|22
1948|2319|62
1948|2327|12
1948|2328|55
1948|2332|55
1948|2333|21
1948|2336|81
1948|2338|79
1948|2344|96
1948|2347|10
1948|2351|17
1948|2372|98
1948|2377|22
1948|2384|90
1948|2420|96
1948|2434|58
1948|2436|16
1948|2461|56
1948|2463|71
1948|2465|71
1948|2471|94
1948|2472|32
1948|2475|69
1948|2491|50
1948|2510|92
1948|2511|43
1948|2516|66
1948|2524|11
1948|2533|67
1948|2543|68
1948|2555|60
1948|2567|64
1948|2582|60
1948|2592|74
1948|2597|55
1948|2598|45
1948|2609|85
1948|2617|82
1948|2629|64
1948|2643|25
1948|2649|59
1949|2126|37
1949|2146|46
1949|2152|10
1949|2173|64
1949|2181|27
1949|2236|25
1949|2277|21
1950|1957|77
1950|1980|89
1950|1991|57
1950|1995|35
1950|2004|76
1950|2014|11
1950|2061|0
1950|2159|65
1950|2626|64
1950|2648|63
1950|2659|49
1951|1954|33
1951|1957|36
1951|1958|65
1951|1968|93
1951|1972|15
1951|1973|78
1951|1976|90
1951|1980|45
1951|1991|0
1951|1995|21
1951|1998|3
1951|1999|82
1951|2000|78
1951|2001|89
1951|2004|7
1951|2006|6
1951|2009|28
1951|2011|18
1951|2018|15
1951|2022|73
1951|2024|89
1951|2027|46
1951|2050|17
1951|2061|89
1951|2097|84
1951|2116|16
1951|2157|85
1951|2159|36
1951|2171|29
1951|2192|72
1951|2202|39
1951|2225|51
1951|2284|18
1951|2297|86
1951|2364|47
1951|2378|12
1951|2435|72
1951|2447|47
1951|2459|2
1951|2494|48
1951|2538|33
1951|2583|15
1951|2585|80
1951|2620|6
1951|2626|65
1951|2633|3
1951|2636|50
1951|2639|60
1951|2640|25
1951|2645|52
1951|2647|77
1951|2648|98
1951|2657|76
1951|2658|65
1951|2659|22
1951|2660|58
1952|1970|34
1952|2003|46
1952|2062|46
1952|2084|12
1952|2110|76
1952|2111|40
1952|2221|90
1952|2222|23
1952|2226|59
1952|2296|25
1952|2368|18
1952|2384|34
1952|2416|12
1952|2438|2
1952|2458|47
1953|1962|48
1953|1979|70
1953|1983|73
1953|1985|55
1953|1993|33
1953|2005|23
1953|2020|30
1953|2033|36
1953|2040|64
1953|2043|83
1953|2045|98
1953|2046|71
1953|2055|61
1953|2059|8
1953|2063|26
1953|2064|15
1953|2073|99
1953|2074|15
1953|2077|1
1953|2078|38
1953|2086|68
1953|2088|40
1953|2090|80
1953|2093|31
1953|2095|50
1953|2103|36
1953|2104|84
1953|2108|96
1953|2112|68
1953|2115|16
1953|2118|18
1953|2121|67
1953|2122|1
1953|2123|16
1953|2136|97
1953|2139|3
1953|2140|69
1953|2150|73
1953|2172|23
1953|2184|84
1953|2188|9
1953|2190|61
1953|2200|39
1953|2201|38
1953|2206|14
1953|2210|79
1953|2216|2
1953|2218|60
1953|2220|95
1953|2240|42
1953|2244|88
1953|2257|1
1953|2261|78
1953|2266|18
1953|2271|8
1953|2275|31
1953|2278|90
1953|2290|16
1953|2309|34
1953|2323|69
1953|2324|81
1953|2326|83
1953|2329|31
1953|2331|80
1953|2339|50
1953|2340|23
1953|2347|79
1953|2354|13
1953|2356|36
1953|2363|67
1953|2369|3
1953|2370|68
1953|2374|51
1953|2381|50
1953|2386|22
1953|2395|83
1953|2407|92
1953|2408|18
1953|2409|33
1953|2414|33
1953|2418|49
1953|2423|50
1953|2428|89
1953|2446|57
1953|2460|98
1953|2462|78
1953|2464|9
1953|2468|59
1953|2477|96
1953|2482|80
1953|2485|77
1953|2489|46
1953|2492|62
1953|2507|81
1953|2521|48
1953|2526|49
1953|2543|66
1953|2550|64
1953|2551|68
1953|2559|38
1953|2560|11
1953|2564|34
1953|2573|18
1953|2586|27
1953|2590|89
1953|2593|29
1953|2600|67
1953|2601|81
1953|2604|61
1953|2607|63
1953|2611|24
1953|2623|20
1953|2624|62
1953|2625|51
1953|2631|52
1953|2638|30
1953|2646|48
1953|2655|56
1954|1968|87
1954|1972|78
1954|1973|94
1954|1999|29
1954|2009|98
1954|2010|79
1954|2024|63
1954|2032|95
1954|2052|75
1954|2054|25
1954|2068|49
1954|2072|29
1954|2087|42
1954|2102|79
1954|2111|47
1954|2116|51
1954|2117|19
1954|2125|71
1954|2128|21
1954|2133|44
1954|2138|27
1954|2143|20
1954|2149|38
1954|2151|72
1954|2153|5
1954|2169|54
1954|2174|5
1954|2176|94
1954|2180|52
1954|2187|50
1954|2196|29
1954|2199|38
1954|2202|98
1954|2203|95
1954|2224|76
1954|2241|53
1954|2250|0
1954|2264|62
1954|2268|43
1954|2273|92
1954|2289|42
1954|2292|8
1954|2294|73
1954|2297|41
1954|2327|79
1954|2328|90
1954|2336|25
1954|2338|43
1954|2343|71
1954|2344|61
1954|2347|90
1954|2365|58
1954|2368|39
1954|2377|1
1954|2461|64
1954|2463|89
1954|2471|9
1954|2472|71
1954|2475|22
1954|2491|75
1954|2498|5
1954|2508|53
1954|2509|9
1954|2538|97
1954|2555|76
1954|2571|71
1954|2582|0
1954|2585|98
1954|2588|78
1954|2594|42
1954|2598|37
1954|2620|12
1954|2627|38
1954|2629|88
1954|2640|18
1954|2649|61
1954|2658|40
1954|2659|87
1955|1959|38
1955|2007|58
1955|2026|30
1955|2032|52
1955|2038|96
1955|2039|24
1955|2053|44
1955|2068|82
1955|2071|55
1955|2072|60
1955|2081|15
1955|2087|20
1955|2111|15
1955|2117|67
1955|2125|18
1955|2127|47
1955|2133|86
1955|2138|85
1955|2144|81
1955|2161|57
1955|2169|11
1955|2174|11
1955|2180|73
1955|2183|17
1955|2187|9
1955|2189|51
1955|2199|60
1955|2203|33
1955|2222|75
1955|2223|54
1955|2224|45
1955|2239|71
1955|2247|15
1955|2250|86
1955|2254|48
1955|2264|39
1955|2268|97
1955|2279|36
1955|2283|37
1955|2289|2
1955|2294|92
1955|2302|1
1955|2315|73
1955|2319|96
1955|2327|71
1955|2328|76
1955|2330|30
1955|2333|40
1955|2336|38
1955|2338|14
1955|2345|85
1955|2384|86
1955|2394|85
1955|2398|63
1955|2419|6
1955|2420|43
1955|2436|56
1955|2445|95
1955|2451|83
1955|2458|1
1955|2461|62
1955|2463|3
1955|2468|91
1955|2491|30
1955|2508|89
1955|2509|19
1955|2510|72
1955|2511|68
1955|2522|93
1955|2533|37
1955|2537|20
1955|2547|75
1955|2555|36
1955|2589|51
1955|2592|71
1955|2594|87
1955|2598|55
1955|2608|74
1955|2616|21
1955|2617|8
1955|2629|93
1955|2643|75
1955|2649|32
1955|2653|43
1956|2245|55
1956|2281|29
1956|2301|46
1956|2481|56
1956|2487|7
1956|2570|68
1956|2634|2
1957|1968|77
1957|1972|32
1957|1973|78
1957|1980|49
1957|1991|64
1957|1995|51
1957|1998|99
1957|2001|38
1957|2006|36
1957|2018|72
1957|2025|10
1957|2061|13
1957|2097|6
1957|2116|8
1957|2159|81
1957|2171|78
1957|2202|50
1957|2225|27
1957|2284|57
1957|2364|98
1957|2365|36
1957|2378|51
1957|2435|37
1957|2585|23
1957|2620|8
1957|2626|72
1957|2627|78
1957|2633|22
1957|2636|78
1957|2640|73
1957|2648|57
1957|2657|59
1957|2659|22
1958|1980|25
1958|1998|17
1958|2000|47
1958|2006|37
1958|2022|56
1958|2024|28
1958|2027|97
1958|2050|90
1958|2061|27
1958|2097|48
1958|2116|23
1958|2159|60
1958|2171|11
1958|2284|83
1958|2297|70
1958|2337|26
1958|2364|0
1958|2365|22
1958|2494|30
1958|2538|24
1958|2583|99
1958|2585|32
1958|2620|76
1958|2626|31
1958|2639|60
1958|2640|7
1958|2645|63
1958|2647|71
1958|2659|39
1959|1970|42
1959|1981|19
1959|1985|52
1959|1987|30
1959|1994|80
1959|2002|44
1959|2003|96
1959|2007|96
1959|2026|34
1959|2032|70
1959|2039|43
1959|2042|54
1959|2047|68
1959|2054|74
1959|2057|82
1959|2062|64
1959|2063|43
1959|2068|93
1959|2071|21
1959|2072|79
1959|2075|77
1959|2081|13
1959|2087|65
1959|2101|2
1959|2102|25
1959|2110|34
1959|2111|6
1959|2117|85
1959|2125|7
1959|2132|86
1959|2133|60
1959|2134|17
1959|2135|77
1959|2138|99
1959|2143|25
1959|2149|42
1959|2153|90
1959|2161|27
1959|2169|84
1959|2174|13
1959|2183|10
1959|2187|0
1959|2191|28
1959|2194|76
1959|2196|0
1959|2199|60
1959|2203|72
1959|2215|55
1959|2221|26
1959|2223|52
1959|2232|52
1959|2235|75
1959|2243|5
1959|2250|30
1959|2254|30
1959|2264|62
1959|2268|38
1959|2274|70
1959|2279|31
1959|2280|38
1959|2282|1
1959|2283|73
1959|2285|13
1959|2289|55
1959|2292|75
1959|2293|27
1959|2302|58
1959|2315|38
1959|2319|83
1959|2325|79
1959|2328|75
1959|2333|10
1959|2336|81
1959|2338|25
1959|2344|80
1959|2347|49
1959|2351|23
1959|2372|6
1959|2384|71
1959|2385|14
1959|2390|8
1959|2394|29
1959|2396|8
1959|2420|86
1959|2434|0
1959|2436|65
1959|2438|67
1959|2445|93
1959|2451|27
1959|2465|34
1959|2471|19
1959|2479|27
1959|2498|13
1959|2501|74
1959|2508|92
1959|2509|69
1959|2510|68
1959|2511|94
1959|2533|37
1959|2537|27
1959|2543|55
1959|2555|39
1959|2567|53
1959|2572|63
1959|2592|64
1959|2597|92
1959|2598|69
1959|2599|70
1959|2603|31
1959|2652|4
1960|1964|59
1960|1975|86
1960|2023|38
1960|2035|91
1960|2070|66
1960|2089|72
