usuario|canciones|edad|sexo|likes|clasico|country|rock|cumbia|pop|boleros
2682|320|48|hombre|367|69.6955|0.420801|56.7218|178.845|47.3284|24.0725
2683|482|14|mujer|93|20.7797|0.824921|129.195|249.842|10.1318|5.59516
2684|255|46|hombre|480|89.9352|0.631279|177.91|12.1913|1.2404|1.17904
2685|333|83|mujer|39|10.0492|3.45832|50.9549|156.239|14.0715|10.6552
2686|33|40|mujer|458|87.145|4.90349|166.031|285.285|36.8256|1.57567
2687|444|89|hombre|285|72.5959|5.15375|39.3023|298.255|39.8093|19.6062
2688|299|47|mujer|367|21.8124|8.58819|118.807|87.2972|16.6535|15.417
2689|61|15|hombre|335|81.576|7.79976|193.242|52.2019|12.8249|22.5618
269|80|93|mujer|263|99.1792|5.0303|92.8608|109.097|21.3392|7.90835
2690|214|38|hombre|479|79.1155|4.57696|107.395|191.24|49.165|5.95183
2691|233|4|mujer|142|68.7959|7.54221|134.169|162.688|1.63206|21.5699
2692|306|55|mujer|419|73.7079|6.26984|39.4279|276.929|21.9237|15.8746
2693|104|42|mujer|64|60.9248|2.08064|188.729|48.5306|1.02937|15.3656
2694|427|23|mujer|34|22.7593|3.4989|4.20312|251.033|30.8376|14.574
2695|457|1|mujer|325|58.9136|7.5086|55.6181|80.9649|38.6456|5.93042
2696|171|2|mujer|350|8.27405|5.11681|94.1866|78.6263|35.9892|6.41897
2697|57|87|mujer|437|91.4767|3.81273|133.228|106.23|5.41613|19.4791
2698|108|35|hombre|15|58.09|1.94185|6.83255|231.372|19.9113|14.8841
2699|295|95|mujer|110|64.6444|8.56046|197.165|178.521|40.1568|18.6695
27|271|92|mujer|224|68.8058|5.43422|122.323|251.763|9.45501|5.2529
270|123|66|hombre|1|1.70373|9.32976|116.839|51.9996|46.2096|5.05706
2700|241|24|hombre|41|11.0823|4.54812|31.1547|71.5541|37.5098|5.5282
2701|229|20|hombre|176|23.1508|3.47106|44.3145|40.9019|25.8806|4.59388
2702|212|64|mujer|373|10.0902|3.17797|69.6879|278.802|6.17627|3.9422
2703|461|32|mujer|220|39.7918|9.89839|42.1857|257.212|35.6709|17.4811
2704|422|9|hombre|376|68.1915|2.25674|135.009|108.931|45.3263|12.9536
2705|378|54|hombre|401|46.7104|7.13709|143.456|220.295|33.3647|6.28722
2706|275|34|hombre|11|26.8539|7.50834|166.8|283.447|19.9818|13.8853
2707|382|54|mujer|124|45.1463|9.11221|53.041|149.014|42.1909|1.63478
2708|451|71|hombre|220|8.71348|5.12479|51.8564|108.055|33.899|0.660498
2709|118|7|mujer|82|49.3057|4.15577|171.312|76.3431|12.2158|11.3811
271|362|2|hombre|9|11.7043|9.61273|142.81|118.79|31.082|7.41715
2710|42|56|mujer|220|98.8268|7.44838|109.66|4.62111|36.4556|11.1598
2711|49|84|hombre|262|87.3325|4.2462|89.6161|214.986|23.3727|7.53638
2712|100|64|hombre|497|53.937|3.04618|110.616|1.36312|45.7883|4.52426
2713|293|52|mujer|394|50.7969|4.11068|170.405|281.747|22.5819|17.773
2714|387|74|hombre|365|81.0548|0.475212|42.6848|211.944|6.10291|24.4654
2715|466|47|hombre|122|27.131|9.96589|3.23654|39.9677|4.72492|20.2137
2716|61|82|hombre|391|34.8947|4.33407|175.044|259.047|30.4163|3.91564
2717|173|90|hombre|264|37.6246|4.75737|0.00986634|262.012|14.8997|18.6519
2718|115|93|hombre|238|12.3798|3.25125|64.0752|257.924|8.21819|17.9361
2719|409|63|mujer|248|1.79093|6.04803|78.6855|270.419|15.6232|4.11217
272|133|55|hombre|168|8.6387|8.6189|118.631|121.11|22.5611|16.6161
2720|235|49|hombre|352|18.2307|1.14961|72.0468|189.463|31.4066|16.1079
2721|340|87|mujer|442|71.1258|8.34098|123.346|289.702|19.9541|6.85755
2722|451|74|hombre|37|97.5913|3.23447|170.338|68.3808|35.1837|17.5931
2723|310|87|mujer|41|1.40046|2.45607|144.698|254.186|8.62057|12.3197
2724|117|51|hombre|478|59.4083|4.12807|181.843|278.137|26.5963|23.1338
2725|151|13|mujer|203|96.2626|2.28827|113.226|195.755|25.7204|2.68903
2726|313|96|mujer|499|49.1443|9.63246|133.628|255.135|48.2705|8.14111
2727|114|58|mujer|3|87.9217|5.59806|88.982|46.8503|49.5133|15.1748
2728|123|97|mujer|191|12.9958|0.327007|21.4945|25.0157|20.3416|6.46307
2729|446|19|hombre|235|34.6041|9.67205|10.2125|19.5201|15.5337|0.854043
273|273|5|mujer|449|41.6078|6.50419|121.35|60.2497|30.682|13.0713
2730|453|98|hombre|367|87.3219|1.76918|116.853|164.067|38.7858|8.54618
2731|308|50|mujer|63|9.00819|7.17212|143.094|62.0739|8.50794|20.9575
2732|489|65|mujer|468|52.2313|7.5195|151.825|191.503|9.90753|16.0765
2733|198|78|mujer|484|94.0902|1.86953|114.159|210.226|36.6726|21.0231
2734|294|33|mujer|38|26.6257|1.60111|126.212|293.131|47.2153|24.8842
2735|202|37|hombre|143|34.0579|8.87226|157.281|60.7451|42.6452|11.4913
2736|398|27|mujer|123|22.8859|1.36116|174.024|223.002|46.013|12.6131
2737|84|82|hombre|81|67.2114|2.88449|83.2093|151.839|11.167|23.4703
2738|77|31|hombre|421|49.7094|4.76898|82.7781|280.861|34.4077|11.182
2739|463|28|hombre|363|51.5558|9.12044|176.24|246.63|0.452615|14.4962
274|427|1|hombre|389|11.0432|7.00099|155.245|12.744|10.1295|20.8413
2740|375|75|mujer|405|18.1974|5.87245|174.793|64.3629|5.08843|22.2044
2741|201|94|hombre|31|33.7823|1.34801|76.3512|183.184|37.3365|15.4213
2742|392|28|hombre|418|66.3514|8.32488|199.166|200.382|47.8195|9.31093
2743|20|10|mujer|93|50.2325|6.56509|99.8885|298.961|23.6717|22.1831
2744|479|51|mujer|22|32.8365|2.55202|196.253|149.047|20.4434|7.25165
2745|350|12|hombre|490|99.5714|8.50691|125.996|222.124|22.0255|5.41834
2746|147|46|hombre|53|86.127|6.11699|84.5128|181.361|9.58916|1.64369
2747|135|38|hombre|180|30.4453|7.07667|154.273|32.7565|12.1995|15.6436
2748|299|98|hombre|480|24.0591|0.255666|172.391|157.64|17.8977|8.84456
2749|175|97|hombre|114|33.1025|3.71743|111.637|18.1528|35.8509|5.41151
275|286|68|hombre|198|90.8968|8.67932|182.504|72.2657|24.8044|11.9338
2750|336|38|mujer|392|90.6496|6.0756|117.845|175.481|21.7814|1.6402
2751|231|24|mujer|361|18.4282|4.79739|117.19|134.166|2.94595|12.0371
2752|171|27|hombre|311|0.590127|2.76135|127.405|282.444|32.4574|10.5128
2753|199|77|mujer|317|61.8886|2.18829|35.7934|125.867|22.2562|7.67694
2754|272|19|mujer|283|54.4119|8.94671|24.7578|136.444|41.3278|9.61853
2755|189|16|hombre|295|27.8157|8.51913|49.8397|47.4499|1.30491|23.4655
2756|76|67|hombre|63|51.017|1.83283|193.712|262.517|24.1308|1.79597
2757|79|9|mujer|482|21.0562|6.73825|79.2606|174.176|3.0162|16.1568
2758|316|15|hombre|359|99.7721|3.41273|193.023|291.305|12.3575|22.1044
2759|447|47|mujer|212|19.8709|5.98144|46.788|255.848|3.58277|6.26556
276|211|11|mujer|127|44.5425|9.89706|111.142|29.9492|49.7251|2.95728
2760|392|39|mujer|114|39.1922|7.70651|72.4754|192.16|24.6224|18.5411
2761|432|92|mujer|22|71.9626|8.72572|199.939|152.96|34.6574|16.5427
2762|45|1|mujer|373|84.04|9.98412|192.489|51.9017|42.3415|6.07834
2763|265|88|mujer|311|77.6221|4.10116|26.0064|38.3258|23.4513|10.8535
2764|268|65|hombre|181|83.6948|7.32265|31.4568|106.798|47.7069|4.70192
2765|181|11|hombre|16|14.8665|5.71046|165.194|81.4192|13.0552|20.4204
2766|14|91|mujer|301|0.220507|7.86608|3.25228|122.455|8.94172|13.5303
2767|207|67|hombre|157|24.1561|1.06091|30.0249|260.925|37.1161|18.5504
2768|303|94|hombre|71|16.2886|2.54106|0.420313|252.751|42.0457|20.0839
2769|33|82|mujer|445|77.409|3.04406|185.643|211.331|5.72762|6.11461
277|137|84|hombre|340|33.2966|8.69451|46.3187|20.5622|40.0403|23.9522
2770|228|26|hombre|248|60.9758|9.72938|1.25974|46.489|36.3005|13.7996
2771|450|8|mujer|408|72.9089|7.58528|72.2142|108.983|7.4942|4.15364
2772|147|75|mujer|238|15.0313|5.66152|176.36|37.0091|11.4727|9.48948
2773|366|99|hombre|492|93.0584|5.37324|136.166|253.114|4.89099|2.49803
2774|293|78|mujer|281|38.6253|4.52581|68.5257|35.0155|21.0562|8.73351
2775|206|16|hombre|392|62.6613|9.02116|116.555|274.722|39.2595|0.419594
2776|422|88|hombre|79|42.6522|8.82818|76.0035|296.933|48.1357|24.2253
2777|200|84|hombre|112|30.9829|2.11127|5.81378|227.447|25.8343|21.9439
2778|278|39|hombre|65|88.4554|1.78929|131.01|241.609|18.5757|6.33291
2779|492|60|hombre|117|22.6696|9.60366|189.184|262.951|20.6914|2.36639
278|68|3|mujer|39|86.1871|4.48566|2.32499|119.363|42.523|4.82719
2780|40|73|hombre|67|30.2377|7.15291|100.108|38.1466|1.46355|15.3011
2781|164|31|mujer|207|30.1214|1.45434|60.7473|219.077|30.6538|24.8274
2782|457|94|mujer|19|88.8557|2.90524|103.174|247.71|1.84135|1.6474
2783|109|34|mujer|229|85.0447|4.07509|107.78|127.036|30.1192|6.43583
2784|343|43|hombre|32|67.0441|6.56155|178.24|35.3681|3.91298|0.604459
2785|204|31|mujer|173|38.3724|5.19835|119.674|138.072|45.4403|23.0108
2786|180|16|hombre|335|40.2593|4.82864|123.382|275.787|31.729|3.37807
2787|451|29|hombre|215|74.4354|0.741135|97.8394|237.123|46.7923|5.98954
2788|288|58|mujer|279|50.4464|4.19059|91.5261|103.856|31.8356|3.81456
2789|40|1|mujer|452|24.58|4.64297|184.765|232.282|9.08916|18.0171
279|1|74|hombre|33|50.1061|1.88687|50.5986|277.03|28.9794|11.7697
2790|345|66|mujer|295|90.6309|3.15473|132.601|14.0194|28.3283|4.1234
2791|227|53|mujer|386|94.1495|3.03351|195.003|113.282|43.0236|11.9346
2792|83|3|hombre|214|72.0204|6.23798|11.0353|239.859|43.6822|9.07103
2793|164|8|hombre|149|88.1436|4.57447|3.26549|156.237|46.9925|9.93703
2794|266|38|mujer|255|52.6356|6.07362|102.484|227.467|11.126|3.65868
2795|411|10|mujer|483|71.3748|7.17703|156.891|85.6543|23.7101|18.1799
2796|350|23|mujer|144|95.6625|6.47743|47.9086|43.7555|23.0662|3.10831
2797|451|73|hombre|263|6.17266|5.16142|57.7735|69.1086|26.6857|12.7182
2798|112|74|mujer|310|65.2117|8.18493|49.4296|290.205|29.5575|16.1581
2799|341|31|hombre|417|92.4692|2.53372|110.378|129.998|44.5387|22.6775
28|382|36|hombre|254|88.9274|4.22237|186.697|137.952|3.36003|14.4906
280|353|56|hombre|313|72.9739|5.52827|104.011|70.1401|47.5752|18.3989
2800|111|49|hombre|436|10.3713|8.04717|18.8803|15.3078|34.9385|23.4578
2801|334|54|hombre|420|57.8516|4.81082|1.765|21.1655|29.3347|21.889
2802|74|63|hombre|17|78.1504|0.0569394|125.311|83.6021|4.85834|8.60787
2803|274|90|hombre|497|31.4498|9.96841|166.487|227.138|0.52496|14.0598
2804|396|88|mujer|110|58.9228|3.54453|172.669|225.786|8.74282|2.70847
2805|107|63|mujer|276|11.3212|8.19925|89.4519|53.0995|36.4912|6.24694
2806|85|43|hombre|96|68.8282|9.11149|156.929|266.507|34.6537|19.6869
2807|237|53|mujer|279|10.5237|7.75059|123.189|58.338|33.7771|17.1092
2808|108|34|mujer|161|96.2734|1.11098|29.1594|278.19|46.6498|13.9888
2809|139|93|mujer|295|49.4189|0.433305|7.66566|105.848|17.4834|4.55256
281|256|94|mujer|253|39.4328|1.8792|81.8809|299.59|17.6543|5.41078
2810|126|14|mujer|410|45.5802|6.70803|44.7299|101.058|7.83932|15.1011
2811|380|51|mujer|122|67.9605|8.50743|8.67062|219.491|32.1392|10.6857
2812|398|0|hombre|317|17.2111|6.47695|41.4886|93.8041|4.38697|17.5921
2813|129|57|mujer|6|35.4584|5.71757|178.971|257.277|48.4344|2.86211
2814|267|97|hombre|186|30.7951|5.87658|35.8063|201.966|35.8276|18.872
2815|319|45|hombre|289|52.8435|0.405549|109.678|282.816|6.53194|13.5011
2816|54|89|mujer|38|22.115|4.73396|58.764|224.887|21.0212|16.1019
2817|370|13|mujer|261|3.36805|7.94427|7.77021|215.537|28.46|15.3138
2818|207|98|hombre|365|73.9052|5.35389|34.0457|102.702|49.5017|4.93692
2819|150|59|mujer|99|77.3409|0.314617|8.88656|119.705|48.5387|21.6407
282|403|69|mujer|424|82.2956|3.57289|145.969|11.3394|31.2728|20.1122
2820|474|19|hombre|28|51.4219|1.53695|146.48|78.251|15.0696|21.2446
2821|231|92|mujer|0|89.362|0.0181162|15.8108|90.0613|38.68|1.68552
2822|440|23|mujer|431|0.0199739|7.41967|52.9558|89.5379|4.64433|3.29344
2823|15|41|mujer|188|36.3108|7.77511|101.54|74.0259|39.1071|23.8093
2824|241|28|hombre|496|59.0274|8.91854|18.3156|259.496|44.8224|23.522
2825|88|31|hombre|449|59.1424|3.97814|49.1978|20.6837|21.3117|3.90206
2826|311|81|hombre|50|29.5791|2.4493|60.3551|244.798|48.4844|17.5523
2827|57|26|mujer|453|82.9744|2.92928|58.9574|56.5221|9.51093|6.73182
2828|205|34|mujer|113|46.5009|3.46551|41.8057|62.7685|47.5598|5.39938
2829|369|60|mujer|294|0.864663|0.405934|83.3457|233.951|27.8674|1.62623
283|23|9|hombre|170|62.5769|1.0799|20.0736|207.193|29.1248|16.8519
2830|188|43|mujer|358|2.69613|2.03262|20.556|208.261|4.60086|8.45016
2831|494|83|hombre|91|0.24858|6.2631|145.568|7.08997|13.4282|14.2585
2832|29|35|hombre|10|28.5357|3.99458|61.2122|40.7415|21.4366|18.088
2833|185|10|mujer|470|28.3973|6.94471|184.402|116.106|36.6786|23.565
2834|159|10|hombre|416|44.0756|1.79815|153.814|233.314|40.9154|5.87591
2835|318|57|hombre|474|4.30161|0.893309|86.0712|16.8374|8.20573|6.61206
2836|105|53|mujer|375|18.6266|5.62658|55.7895|91.7726|25.4585|15.2988
2837|368|39|hombre|71|97.6317|9.65586|29.747|45.3662|38.8765|12.6343
2838|183|79|mujer|377|11.0263|1.68375|37.8827|142.431|43.7114|4.50723
2839|234|74|hombre|190|48.2418|8.53836|158.946|23.6112|38.6587|17.3797
284|379|81|hombre|455|1.32341|3.32234|33.1337|181.927|39.312|13.8827
2840|193|15|hombre|200|97.3459|6.1073|111.96|180.845|34.6074|3.06261
2841|303|34|hombre|281|9.99716|3.11667|12.4846|74.6069|40.5674|2.25737
2842|258|90|hombre|411|22.165|9.57828|20.1916|23.1823|2.143|4.78987
2843|312|12|hombre|77|95.2293|3.20201|14.8884|55.4114|17.654|13.5623
2844|35|89|hombre|193|13.2702|6.01048|196.264|139.122|15.8787|2.80765
2845|329|96|hombre|370|55.7359|3.1574|45.1898|71.7549|28.5708|18.4271
2846|342|12|hombre|9|16.9406|5.55772|191.402|279.141|27.0599|2.52501
2847|259|39|mujer|348|3.98441|6.4707|41.8842|92.8178|31.053|17.0871
2848|416|74|mujer|115|13.5392|6.52716|95.239|209.354|32.7836|18.9158
2849|34|87|mujer|205|53.1522|1.5724|62.3928|79.2771|29.2229|16.4725
285|369|19|mujer|378|64.7934|7.19715|21.518|72.0875|42.067|20.5665
2850|358|60|hombre|453|87.1473|5.30845|54.4849|248.935|7.27618|9.28681
2851|459|18|mujer|131|39.2417|0.774729|19.1101|79.4871|41.0364|19.4435
2852|175|24|mujer|27|45.0191|9.68662|133.152|211.682|17.6338|14.0524
2853|88|49|mujer|54|85.1723|6.85537|183.111|15.2842|35.1832|4.49647
2854|145|53|mujer|61|0.0677733|0.690378|96.0427|3.52062|8.44878|12.0235
2855|494|32|mujer|416|2.8844|7.68022|104.893|51.7192|44.6056|24.9926
2856|451|8|hombre|95|79.4364|5.10643|83.5864|86.8216|41.0125|2.31688
2857|219|6|mujer|25|23.2182|1.5134|82.8014|241.927|44.1948|24.4862
2858|421|6|hombre|275|80.0484|1.5089|41.0229|196.592|31.1984|7.24325
2859|455|34|mujer|390|27.415|4.50182|111.677|123.033|4.78234|0.28005
286|472|76|hombre|411|35.6752|6.46759|154.134|231.405|42.0194|8.01502
2860|491|50|hombre|363|5.71038|0.456586|175.564|271.999|33.7342|4.97869
2861|131|26|hombre|251|58.4686|4.88679|135.814|142.03|49.2039|10.0502
2862|302|51|mujer|263|59.4782|0.34237|16.8695|94.9589|23.3935|22.0469
2863|275|57|mujer|398|86.1181|7.04052|51.026|16.6841|10.3252|10.2905
2864|490|69|hombre|487|32.397|2.34081|3.13638|86.9497|37.0007|7.46002
2865|407|80|mujer|438|64.3321|5.88992|82.4735|230.736|20.7939|4.66376
2866|59|79|mujer|225|95.2536|9.34788|132.447|215.802|38.25|16.0704
2867|211|22|mujer|397|5.85135|3.21873|165.045|122.974|44.9295|14.4415
2868|218|3|hombre|64|64.0259|2.44599|154.28|109.854|20.0209|12.1191
2869|75|26|mujer|419|41.1538|9.63183|151.846|186.124|16.2232|14.4899
287|126|84|mujer|160|1.11453|9.91766|193.545|87.5082|26.2887|13.5364
2870|434|57|mujer|289|38.2372|1.9773|15.0477|215.568|15.3776|17.998
2871|45|90|hombre|24|84.7654|9.66542|83.5534|111.091|15.2546|24.1832
2872|47|45|mujer|321|86.813|2.91441|17.2595|43.4433|23.3342|7.29774
2873|89|60|mujer|114|26.4337|7.01518|166.022|141.112|35.7486|12.1592
2874|368|25|mujer|269|80.819|9.59231|159.714|63.0329|8.66463|23.3131
2875|228|87|mujer|46|93.3917|1.87247|101.5|155.594|25.5207|11.9534
2876|418|29|mujer|334|23.9655|1.0936|137.515|20.9839|13.3838|8.57287
2877|44|36|hombre|288|48.2899|5.74366|124.746|141.416|21.8964|21.3924
2878|249|53|hombre|92|63.6758|7.31245|75.0423|73.0024|26.7391|15.527
2879|262|23|mujer|113|82.6718|0.047895|46.7911|149.488|9.99054|0.748076
288|350|21|mujer|277|80.7153|5.44885|16.7824|267.631|42.5666|16.2476
2880|482|3|mujer|259|39.617|8.53166|189.074|263.786|3.32674|14.3509
2881|40|60|hombre|425|14.6669|9.83731|130.417|267.521|0.0549143|17.2168
2882|184|2|mujer|215|79.9711|8.88655|93.3274|284.861|26.1951|3.69084
2883|456|5|mujer|69|66.9735|1.68154|70.6487|297|36.0623|2.41145
2884|247|87|hombre|130|49.4128|0.186128|48.9837|21.4909|3.82129|7.75954
2885|19|0|mujer|269|75.3969|4.55604|1.95801|245.083|18.0914|11.1435
2886|419|18|hombre|349|73.24|6.98231|43.3998|183.951|23.3167|10.2926
2887|465|35|hombre|12|62.7343|7.08575|111.928|211.892|34.5019|8.55301
2888|461|23|hombre|341|70.8546|0.777572|101.688|92.4459|9.8404|16.5861
2889|142|13|mujer|451|96.0486|8.73131|2.35499|204.453|42.4832|5.07269
289|5|91|hombre|175|22.4995|7.20657|196.442|142.902|24.7476|18.4968
2890|99|88|mujer|3|1.54733|0.538816|118.517|103.966|40.1079|20.2987
2891|218|99|mujer|387|96.3478|8.02557|100.33|70.2153|46.6141|3.73204
2892|320|22|mujer|465|28.9012|2.20576|48.9645|261.65|29.037|3.50947
2893|439|53|mujer|56|34.766|2.7129|190.708|198.626|36.9921|6.20713
2894|208|75|mujer|14|16.6555|4.51071|70.9214|94.5278|9.41117|4.99996
2895|467|73|mujer|63|4.11456|0.517595|80.4345|188.15|17.3912|8.25088
2896|20|30|mujer|426|74.0634|9.38947|189.187|288.423|0.764523|15.1969
2897|284|75|mujer|98|18.8146|6.24606|79.7817|108.716|8.24717|16.6649
2898|491|83|mujer|372|97.3445|6.13936|109.084|250.329|2.75036|7.49574
2899|446|75|hombre|369|27.6524|1.55368|53.6141|184.719|44.351|21.014
29|245|24|mujer|23|80.0457|2.17149|49.3642|124.013|43.2223|5.47632
290|461|72|mujer|401|53.5048|4.69129|119.224|191.179|34.4512|2.2799
2900|198|6|mujer|101|50.3922|5.45117|79.5638|41.5358|3.87001|0.583395
2901|303|0|mujer|281|31.8925|8.8746|16.9772|81.9096|44.8819|7.41365
2902|245|82|mujer|195|22.4043|2.06252|190.182|277.307|26.9146|2.0928
2903|136|97|mujer|222|19.7711|0.908256|166.125|32.1447|13.1258|13.2647
2904|436|3|hombre|188|61.9029|1.09802|31.4026|287.241|8.73095|10.536
2905|459|69|mujer|226|17.4829|0.971962|180.214|130.836|45.2625|12.5342
2906|459|82|hombre|318|70.3403|0.996259|60.4446|241.843|17.5631|18.727
2907|494|96|mujer|486|97.305|5.8096|28.6597|138.667|17.4842|10.8643
2908|450|60|mujer|280|38.4594|8.75063|53.2357|147.066|34.8237|16.1846
2909|96|11|mujer|55|8.50408|3.58021|160.599|0.212535|4.5767|23.054
291|411|29|hombre|484|0.206732|8.75964|50.5011|261.461|49.0669|3.45876
2910|345|27|hombre|263|22.5955|1.44269|119.346|231.467|43.4377|19.2457
2911|306|11|hombre|375|57.8849|4.977|26.9828|251.495|46.8971|6.00414
2912|73|39|hombre|17|99.9122|9.87392|192.081|280.037|25.7208|16.4429
2913|452|46|hombre|305|21.7035|1.18821|135.908|19.2398|46.9598|5.13436
2914|19|39|mujer|305|72.123|9.14977|5.3733|33.5722|23.4964|6.82315
2915|143|36|hombre|158|60.8462|4.30875|79.921|120.502|13.8818|13.2536
2916|260|38|hombre|308|88.7625|5.79504|21.2397|99.6462|23.8212|1.82882
2917|241|71|mujer|344|80.0432|4.12995|32.8378|222.911|12.0369|9.3913
2918|196|15|hombre|219|83.5961|9.82614|3.36046|4.77726|0.165798|24.0931
2919|34|41|mujer|94|65.8869|5.63062|34.9715|117.568|25.5357|4.75632
292|199|19|hombre|47|48.6621|5.26075|27.4543|257.55|38.6739|20.0086
2920|327|38|mujer|464|29.391|5.81238|179.575|151.901|46.8606|8.42044
2921|273|1|mujer|473|33.0961|8.52325|93.9021|107.141|46.832|1.07096
2922|462|85|hombre|384|48.2744|9.66034|131.054|136.711|43.4349|0.822196
2923|196|1|mujer|303|75.8196|1.50273|117.732|127.386|20.3618|10.601
2924|203|44|hombre|152|71.5773|7.85081|194.866|189.959|9.81298|9.27793
2925|231|27|mujer|359|91.1943|3.10899|81.0901|267.621|20.9073|13.8854
2926|493|18|hombre|449|28.2174|9.37281|173.204|47.9796|37.0585|15.9761
2927|209|8|hombre|78|17.4028|7.20297|133.649|299.761|42.5765|8.026
2928|328|61|mujer|16|88.4063|8.08632|115.582|18.1963|1.33443|17.049
2929|19|0|hombre|407|83.1839|2.24155|166.088|176.591|36.9455|8.18925
293|291|15|mujer|11|46.6706|8.73707|35.5771|268.097|33.937|16.3267
2930|426|48|hombre|308|89.0374|3.5435|14.5424|295.396|14.7777|17.5251
2931|283|1|mujer|490|16.7955|1.55696|11.1379|101.359|13.7572|3.52917
2932|340|4|hombre|413|90.9291|3.28703|97.3209|198.19|19.0465|1.22934
2933|110|89|hombre|449|51.3937|1.71591|40.8476|26.4902|44.8466|11.8711
2934|122|56|mujer|190|38.8171|4.2742|48.5192|22.3307|14.9295|3.22577
2935|392|45|mujer|268|69.5765|2.79231|60.5318|230.809|32.1536|20.5239
2936|23|39|mujer|166|81.5209|6.6885|57.1002|52.7625|26.5113|15.0734
2937|292|88|mujer|88|18.8444|7.55083|147.128|271.079|2.96456|2.87452
2938|434|72|hombre|85|21.2524|8.93838|144.107|188.948|47.9264|11.1283
2939|267|48|hombre|292|48.4153|7.05099|120.844|35.4476|14.4875|12.3497
294|477|47|mujer|244|5.17467|2.95892|135.54|19.7616|24.6646|18.3972
2940|118|10|mujer|477|41.2189|1.96336|146.535|128.532|35.3835|0.258222
2941|121|42|mujer|479|35.1692|3.98114|146.16|163.803|10.7429|12.509
2942|404|20|mujer|198|28.0135|8.64283|8.30138|68.9854|49.2517|18.0169
2943|399|68|mujer|125|97.9376|8.48532|3.75739|69.3934|6.25747|21.1421
2944|439|43|hombre|492|47.1628|0.0749698|118.349|22.7687|39.0497|9.63039
2945|143|79|mujer|434|34.8621|3.02684|158.449|253.198|6.99422|20.4396
2946|56|37|mujer|461|3.18779|2.69824|45.0873|191.288|41.6981|14.1659
2947|356|70|mujer|246|91.5532|1.59255|23.5185|140.786|43.3699|14.955
2948|429|35|hombre|267|74.212|5.51517|189.701|68.5923|4.64623|3.36079
2949|35|34|hombre|347|37.7923|1.76465|85.5703|122.168|12.7879|6.86364
295|238|63|mujer|476|38.6236|2.65404|50.0676|216.59|36.4732|8.03016
2950|281|17|hombre|33|85.9811|1.46922|3.26455|109.483|33.3814|11.4968
2951|130|44|hombre|72|52.1544|6.34182|111.429|176.707|42.9423|2.10709
2952|61|55|mujer|58|82.0323|5.33396|5.23244|282.508|5.04746|5.46355
2953|76|55|mujer|148|65.6697|5.16122|10.3563|238.17|17.2709|7.34812
2954|374|61|mujer|57|46.3722|5.33814|45.6351|181.829|39.1282|5.26036
2955|73|87|mujer|326|28.481|7.615|142.74|29.9806|18.267|15.3919
2956|194|6|hombre|392|96.3511|5.26824|118.702|135.996|30.0121|15.4141
2957|54|64|mujer|206|85.6626|1.17961|52.5509|235.289|20.924|24.3906
2958|253|42|mujer|114|78.5558|9.08064|5.12852|253.79|18.9681|10.1381
2959|333|44|hombre|177|90.9762|0.631859|72.1634|5.2542|26.6818|14.6354
296|9|72|hombre|270|15.6719|9.06641|4.18922|145.4|0.924077|6.16642
2960|422|63|mujer|231|33.6775|4.84721|27.7048|127|9.24167|22.4633
2961|489|36|mujer|158|38.4236|7.7255|111.593|156.443|2.41499|16.0452
2962|155|69|hombre|146|94.2585|0.515959|92.8944|96.3293|21.953|17.5453
2963|440|90|hombre|222|86.8362|3.76141|121.166|117.416|14.9726|8.12734
2964|477|55|hombre|151|75.1328|4.18037|154.514|204.7|37.276|2.65842
2965|121|65|hombre|311|34.6961|3.65623|181.37|19.0713|48.5106|24.779
2966|370|49|hombre|296|22.9038|0.74771|107.629|262.476|17.982|12.4541
2967|2|10|mujer|1|36.7141|3.46626|132.751|14.3976|41.0271|9.46266
2968|295|94|mujer|342|38.0595|6.92534|197.196|278.57|49.0081|11.1159
2969|453|20|mujer|196|29.7309|1.77527|124.479|147.227|43.3448|11.8181
297|244|16|mujer|329|21.0137|1.66081|93.8484|66.171|31.9303|10.2795
2970|472|83|hombre|34|72.6707|9.69611|118.367|281.639|15.2209|5.28177
2971|118|24|hombre|356|20.6347|9.47312|108.206|231.021|42.2421|9.57466
2972|57|61|hombre|18|14.3542|1.48406|30.3478|155.664|43.2753|13.2315
2973|388|39|mujer|338|62.4567|2.14659|179.976|84.1429|48.6505|23.9748
2974|156|86|mujer|39|28.2881|1.89486|116.441|263.854|2.85195|16.9858
2975|254|3|hombre|186|53.7486|0.261433|137.172|268.799|3.1039|13.283
2976|400|39|mujer|447|73.422|6.79589|149.762|142.655|22.2564|0.92404
2977|245|28|mujer|383|1.13426|2.47555|191.919|49.7824|5.66267|16.3571
2978|326|26|hombre|455|52.7637|6.43349|136.112|247.23|48.6253|3.10615
2979|18|50|mujer|307|1.29405|7.89242|93.1052|27.0278|15.2376|5.1158
298|208|45|hombre|152|17.239|4.84747|112.567|253.715|1.76015|15.4352
2980|116|55|hombre|201|44.0661|9.5047|64.8783|258.563|44.401|14.347
2981|31|53|hombre|407|20.5662|0.073373|180.505|191.024|15.8167|1.6286
2982|11|98|mujer|499|27.8681|7.70128|107.283|164.328|39.7657|18.8727
2983|344|3|mujer|56|38.1941|0.34124|188.843|141.555|5.75997|19.894
2984|358|59|mujer|179|86.8368|9.06261|104.281|160.304|16.1794|19.7279
